user_id,timestamp,song,artist,session_id,duration
1790,2024-09-19 06:49:00,Smells Like Teen Spirit,Nirvana,8120,7.17
1991,2024-10-23 06:20:00,Billie Jean,Michael Jackson,5959,8.44
1487,2024-01-15 09:28:00,Smells Like Teen Spirit,Nirvana,5532,7.46
1406,2024-07-26 07:53:00,Bohemian Rhapsody,Queen,8915,5.79
1994,2024-12-23 07:45:00,Hey Jude,The Beatles,9579,7.51
1740,2024-12-09 04:32:00,Comfortably Numb,Pink Floyd,9966,4.52
1690,2024-12-18 05:34:00,Back in Black,AC/DC,8966,6.93
1662,2024-11-07 13:39:00,Smells Like Teen Spirit,Nirvana,9763,2.51
1686,2024-11-23 14:02:00,Like a Prayer,Madonna,5628,8.37
1709,2024-07-16 15:54:00,Like a Prayer,Madonna,7516,7.14
1119,2024-07-26 16:54:00,Hotel California,Eagles,9686,3.58
1838,2024-10-06 08:58:00,Billie Jean,Michael Jackson,8352,5.34
1565,2024-01-05 19:07:00,With or Without You,U2,8864,3.5
1844,2024-03-18 09:05:00,Back in Black,AC/DC,7029,5.2
1639,2024-05-19 00:03:00,Billie Jean,Michael Jackson,8459,8.4
1229,2024-05-28 13:37:00,Smells Like Teen Spirit,Nirvana,5115,7.7
1634,2024-02-13 22:45:00,With or Without You,U2,9330,5.94
1229,2024-07-14 09:20:00,Like a Prayer,Madonna,5738,4.97
1060,2024-02-15 23:12:00,Smells Like Teen Spirit,Nirvana,6000,4.87
1404,2024-12-20 10:39:00,Billie Jean,Michael Jackson,6088,2.54
1898,2024-03-15 04:04:00,Smells Like Teen Spirit,Nirvana,5015,2.97
1975,2024-12-04 19:55:00,Bohemian Rhapsody,Queen,9641,7.41
1968,2024-10-21 20:17:00,Like a Prayer,Madonna,6449,5.31
1675,2024-05-19 19:05:00,Smells Like Teen Spirit,Nirvana,9856,4.2
1493,2024-04-27 22:12:00,Billie Jean,Michael Jackson,8692,4.51
1000,2024-11-28 17:07:00,Back in Black,AC/DC,9292,3.96
1073,2024-10-04 19:46:00,Hotel California,Eagles,7270,3.59
1506,2024-09-18 08:24:00,Hey Jude,The Beatles,9433,6.95
1692,2024-11-10 18:54:00,Back in Black,AC/DC,5207,5.88
1664,2024-09-26 18:22:00,Back in Black,AC/DC,7715,7.07
1166,2024-01-20 00:07:00,Hey Jude,The Beatles,5557,7.66
1489,2024-06-26 22:58:00,With or Without You,U2,9284,3.4
1561,2024-05-12 02:39:00,Hey Jude,The Beatles,8679,4.09
1581,2024-12-23 10:19:00,Comfortably Numb,Pink Floyd,5965,4.58
1371,2024-07-11 02:03:00,Hey Jude,The Beatles,7575,8.44
1979,2024-11-27 15:29:00,Back in Black,AC/DC,6460,4.95
1365,2024-12-21 19:41:00,Like a Prayer,Madonna,8051,6.9
1998,2024-04-23 09:34:00,Stairway to Heaven,Led Zeppelin,9228,5.86
1137,2024-09-01 18:17:00,Hotel California,Eagles,7354,5.03
1825,2024-09-03 06:17:00,Comfortably Numb,Pink Floyd,7675,3.08
1226,2024-10-18 17:31:00,Comfortably Numb,Pink Floyd,7900,4.45
1707,2024-10-31 03:30:00,Comfortably Numb,Pink Floyd,8977,4.41
1074,2024-01-01 00:15:00,With or Without You,U2,7079,7.84
1287,2024-03-06 15:25:00,Comfortably Numb,Pink Floyd,5914,5.89
1157,2024-12-04 12:08:00,Bohemian Rhapsody,Queen,9134,8.14
1361,2024-01-06 11:16:00,Like a Prayer,Madonna,7201,7.24
1766,2024-10-31 12:38:00,Like a Prayer,Madonna,9848,6.5
1137,2024-05-15 01:37:00,Back in Black,AC/DC,6729,5.5
1672,2024-09-02 02:57:00,Like a Prayer,Madonna,6643,4.35
1640,2024-08-17 14:47:00,Bohemian Rhapsody,Queen,7847,5.12
1027,2024-09-06 19:29:00,Bohemian Rhapsody,Queen,7205,7.47
1944,2024-04-02 12:32:00,Hey Jude,The Beatles,6261,3.03
1519,2024-08-31 03:38:00,Back in Black,AC/DC,8373,3.73
1220,2024-12-03 07:21:00,Stairway to Heaven,Led Zeppelin,5934,3.38
1539,2024-10-25 06:02:00,With or Without You,U2,6474,4.45
1969,2024-08-29 03:35:00,Stairway to Heaven,Led Zeppelin,5708,6.92
1147,2024-02-25 01:26:00,Like a Prayer,Madonna,9453,2.52
1076,2024-04-15 15:37:00,Bohemian Rhapsody,Queen,6019,5.13
1346,2024-11-03 16:03:00,Like a Prayer,Madonna,6719,2.92
1068,2024-02-13 20:13:00,Billie Jean,Michael Jackson,6443,8.15
1612,2024-11-14 15:25:00,Like a Prayer,Madonna,9339,7.69
1234,2024-04-05 00:16:00,Billie Jean,Michael Jackson,6669,6.31
1710,2024-06-27 11:51:00,Like a Prayer,Madonna,6795,6.43
1977,2024-07-19 05:38:00,With or Without You,U2,9564,7.06
1826,2024-06-07 21:14:00,Comfortably Numb,Pink Floyd,7528,8.45
1959,2024-10-24 06:41:00,Comfortably Numb,Pink Floyd,5297,4.21
1054,2024-01-04 06:45:00,Comfortably Numb,Pink Floyd,7908,3.69
1701,2024-02-11 00:33:00,Stairway to Heaven,Led Zeppelin,9490,5.89
1320,2024-09-11 16:59:00,Hey Jude,The Beatles,5573,6.32
1169,2024-11-08 09:23:00,Stairway to Heaven,Led Zeppelin,9687,3.9
1033,2024-07-03 00:17:00,Hotel California,Eagles,9083,6.86
1198,2024-11-15 04:47:00,Stairway to Heaven,Led Zeppelin,8894,4.6
1044,2024-08-17 04:08:00,With or Without You,U2,7893,2.93
1594,2024-12-08 17:52:00,Hotel California,Eagles,5963,4.19
1756,2024-07-01 10:14:00,Hey Jude,The Beatles,6009,5.74
1866,2024-03-20 05:09:00,Bohemian Rhapsody,Queen,7433,7.27
1660,2024-08-20 07:47:00,Hotel California,Eagles,7310,2.71
1715,2024-12-04 20:36:00,Hotel California,Eagles,7529,5.28
1211,2024-03-30 18:15:00,Stairway to Heaven,Led Zeppelin,9799,7.32
1817,2024-07-14 04:40:00,Smells Like Teen Spirit,Nirvana,8354,5.28
1447,2024-09-01 04:45:00,Bohemian Rhapsody,Queen,5824,5.71
1471,2024-03-05 05:54:00,Billie Jean,Michael Jackson,8491,3.2
1232,2024-10-13 14:28:00,Like a Prayer,Madonna,8894,3.0
1403,2024-04-25 15:14:00,With or Without You,U2,6178,4.08
1628,2024-07-10 10:06:00,Back in Black,AC/DC,9231,3.96
1281,2024-12-30 03:06:00,Comfortably Numb,Pink Floyd,8015,4.23
1767,2024-10-26 10:06:00,Stairway to Heaven,Led Zeppelin,7668,5.02
1278,2024-09-10 00:02:00,Smells Like Teen Spirit,Nirvana,7806,4.03
1955,2024-07-11 20:51:00,Hotel California,Eagles,8919,7.16
1095,2024-03-20 12:08:00,Comfortably Numb,Pink Floyd,5499,5.68
1118,2024-10-23 18:34:00,Like a Prayer,Madonna,5625,6.42
1828,2024-07-01 21:24:00,Hotel California,Eagles,5553,4.85
1267,2024-01-29 09:35:00,Back in Black,AC/DC,7709,5.36
1111,2024-02-14 04:38:00,Comfortably Numb,Pink Floyd,7891,3.35
1091,2024-02-01 17:31:00,Comfortably Numb,Pink Floyd,9927,7.52
1805,2024-07-30 10:05:00,Comfortably Numb,Pink Floyd,8895,3.4
1851,2024-04-18 10:10:00,Like a Prayer,Madonna,8657,3.03
1664,2024-06-03 03:04:00,Hey Jude,The Beatles,5081,7.0
1379,2024-08-29 00:56:00,Back in Black,AC/DC,6466,3.16
1282,2024-06-17 23:35:00,Bohemian Rhapsody,Queen,7065,5.72
1063,2024-06-25 16:03:00,Stairway to Heaven,Led Zeppelin,9585,6.34
1162,2024-12-21 06:34:00,Smells Like Teen Spirit,Nirvana,8438,5.22
1059,2024-10-02 02:34:00,Stairway to Heaven,Led Zeppelin,5214,4.3
1752,2024-09-17 14:58:00,With or Without You,U2,9295,2.7
1677,2024-11-02 03:04:00,Billie Jean,Michael Jackson,6913,3.07
1741,2024-08-24 10:05:00,Like a Prayer,Madonna,7529,5.69
1728,2024-10-27 03:01:00,Hey Jude,The Beatles,6961,2.88
1973,2024-06-15 01:03:00,Comfortably Numb,Pink Floyd,5012,3.89
1158,2024-09-17 01:39:00,Comfortably Numb,Pink Floyd,9203,8.17
1245,2024-10-12 19:41:00,With or Without You,U2,9969,4.56
1129,2024-08-30 02:35:00,Like a Prayer,Madonna,6795,2.53
1115,2024-12-20 20:41:00,Back in Black,AC/DC,6186,4.34
1831,2024-01-19 03:28:00,Hotel California,Eagles,8200,6.01
1966,2024-01-14 09:18:00,Like a Prayer,Madonna,5949,8.26
1768,2024-10-01 03:33:00,Billie Jean,Michael Jackson,5290,7.28
1826,2024-12-06 22:40:00,Smells Like Teen Spirit,Nirvana,9434,4.99
1195,2024-02-01 11:18:00,Billie Jean,Michael Jackson,6603,7.06
1353,2024-11-22 21:49:00,Billie Jean,Michael Jackson,6233,7.99
1189,2024-05-06 00:39:00,Back in Black,AC/DC,8830,8.11
2000,2024-06-20 17:14:00,Smells Like Teen Spirit,Nirvana,5741,7.89
1522,2024-04-11 22:14:00,Billie Jean,Michael Jackson,6608,7.54
1422,2024-03-25 03:23:00,Smells Like Teen Spirit,Nirvana,8626,5.9
1073,2024-07-13 15:57:00,Billie Jean,Michael Jackson,8508,3.49
1775,2024-12-30 14:35:00,Back in Black,AC/DC,7349,3.52
1488,2024-06-03 13:52:00,Bohemian Rhapsody,Queen,7048,6.07
1696,2024-04-06 09:55:00,Comfortably Numb,Pink Floyd,8477,7.95
1157,2024-06-25 18:31:00,With or Without You,U2,6578,4.45
1795,2024-04-05 04:45:00,Bohemian Rhapsody,Queen,8496,3.71
1586,2024-10-20 23:45:00,Hotel California,Eagles,6947,6.82
1476,2024-01-10 12:47:00,Hey Jude,The Beatles,8762,2.7
1990,2024-06-20 13:02:00,Like a Prayer,Madonna,6641,5.96
1773,2024-07-04 12:26:00,Billie Jean,Michael Jackson,5208,7.98
1722,2024-02-21 09:14:00,With or Without You,U2,6039,8.25
1286,2024-04-23 11:32:00,Back in Black,AC/DC,9458,3.74
1107,2024-03-11 08:04:00,Billie Jean,Michael Jackson,6661,6.26
1068,2024-10-08 04:34:00,Stairway to Heaven,Led Zeppelin,8902,7.87
1235,2024-09-30 15:53:00,With or Without You,U2,7627,7.04
1395,2024-12-23 11:40:00,Smells Like Teen Spirit,Nirvana,5587,2.68
1407,2024-10-10 12:17:00,Hotel California,Eagles,6642,8.13
1054,2024-01-08 23:38:00,Hotel California,Eagles,8180,6.65
1040,2024-02-12 07:22:00,Billie Jean,Michael Jackson,8538,5.33
1017,2024-02-07 04:44:00,With or Without You,U2,8541,4.23
1960,2024-07-04 00:42:00,Smells Like Teen Spirit,Nirvana,9695,8.28
1093,2024-01-28 16:50:00,With or Without You,U2,6738,4.34
1017,2024-02-04 21:33:00,Back in Black,AC/DC,5654,6.34
1191,2024-01-13 11:02:00,Bohemian Rhapsody,Queen,6836,6.86
1457,2024-04-27 02:26:00,Back in Black,AC/DC,9350,5.31
1014,2024-07-19 07:46:00,Stairway to Heaven,Led Zeppelin,5903,7.59
1801,2024-12-10 03:46:00,Hotel California,Eagles,6411,6.6
1727,2024-07-02 01:08:00,Back in Black,AC/DC,6365,6.69
1785,2024-03-04 10:13:00,Smells Like Teen Spirit,Nirvana,8333,3.85
1623,2024-08-17 19:02:00,Back in Black,AC/DC,7923,8.46
1699,2024-09-25 08:59:00,With or Without You,U2,8908,6.67
1261,2024-05-14 20:26:00,Stairway to Heaven,Led Zeppelin,7338,2.88
1915,2024-08-21 01:16:00,Billie Jean,Michael Jackson,5817,4.02
1551,2024-01-28 05:16:00,Comfortably Numb,Pink Floyd,7905,5.74
1434,2024-08-17 20:25:00,Like a Prayer,Madonna,8105,6.4
1322,2024-05-20 13:01:00,Back in Black,AC/DC,5867,5.21
1330,2024-01-06 03:53:00,Bohemian Rhapsody,Queen,9426,3.96
1386,2024-06-12 00:02:00,Hotel California,Eagles,7421,3.01
1431,2024-02-18 23:52:00,Back in Black,AC/DC,5710,6.43
1202,2024-04-14 07:57:00,Stairway to Heaven,Led Zeppelin,5693,6.99
1321,2024-03-31 21:42:00,Like a Prayer,Madonna,8882,6.89
1521,2024-05-22 03:50:00,Hey Jude,The Beatles,7189,3.24
1402,2024-09-05 00:14:00,With or Without You,U2,8094,3.35
1237,2024-06-25 06:58:00,Comfortably Numb,Pink Floyd,5524,2.74
1820,2024-06-30 00:01:00,Bohemian Rhapsody,Queen,9982,4.15
1243,2024-08-14 06:24:00,Stairway to Heaven,Led Zeppelin,6205,5.86
1829,2024-03-21 05:14:00,Billie Jean,Michael Jackson,9158,4.48
1001,2024-01-12 10:56:00,With or Without You,U2,5484,5.11
1564,2024-01-03 07:57:00,Billie Jean,Michael Jackson,6544,5.47
1873,2024-03-31 12:00:00,Stairway to Heaven,Led Zeppelin,5492,6.0
1238,2024-02-28 07:39:00,Hotel California,Eagles,6567,6.04
1982,2024-01-07 06:15:00,Comfortably Numb,Pink Floyd,6323,2.81
1202,2024-12-02 11:42:00,Comfortably Numb,Pink Floyd,6438,6.19
1099,2024-11-05 10:37:00,Stairway to Heaven,Led Zeppelin,9000,8.06
1370,2024-08-20 10:29:00,Hotel California,Eagles,7364,4.21
1543,2024-05-07 13:54:00,Like a Prayer,Madonna,5405,4.36
1363,2024-10-03 20:35:00,Stairway to Heaven,Led Zeppelin,8340,5.2
1882,2024-10-27 03:33:00,Hotel California,Eagles,7034,7.08
1997,2024-08-10 18:29:00,Hey Jude,The Beatles,6642,4.45
1702,2024-03-11 22:25:00,Stairway to Heaven,Led Zeppelin,6529,2.51
1019,2024-04-14 00:52:00,With or Without You,U2,9706,4.35
1141,2024-09-16 13:54:00,Like a Prayer,Madonna,7830,8.02
1252,2024-11-13 12:45:00,With or Without You,U2,6262,6.76
1833,2024-11-15 06:57:00,With or Without You,U2,7365,4.65
1971,2024-12-27 08:13:00,Bohemian Rhapsody,Queen,5449,4.35
1536,2024-10-23 05:59:00,With or Without You,U2,7275,4.85
1132,2024-08-20 14:53:00,Billie Jean,Michael Jackson,9047,8.47
1488,2024-10-09 07:43:00,Back in Black,AC/DC,8953,3.46
1151,2024-09-07 05:04:00,Like a Prayer,Madonna,8114,6.7
1153,2024-05-10 23:50:00,Smells Like Teen Spirit,Nirvana,8515,2.85
1118,2024-11-17 15:52:00,Smells Like Teen Spirit,Nirvana,5058,2.52
1344,2024-09-29 00:11:00,Back in Black,AC/DC,6374,3.04
1249,2024-06-10 20:38:00,Smells Like Teen Spirit,Nirvana,8003,5.98
1236,2024-03-23 07:19:00,Like a Prayer,Madonna,5219,4.42
1207,2024-12-02 22:17:00,Smells Like Teen Spirit,Nirvana,7688,3.87
1972,2024-11-14 07:22:00,Hotel California,Eagles,9598,4.83
1453,2024-12-05 03:29:00,Billie Jean,Michael Jackson,8800,6.96
1311,2024-10-31 22:05:00,Bohemian Rhapsody,Queen,6172,6.22
1754,2024-10-10 21:22:00,Like a Prayer,Madonna,7865,7.7
1118,2024-12-21 14:04:00,Hey Jude,The Beatles,9243,8.38
1395,2024-11-03 20:27:00,Back in Black,AC/DC,5343,6.18
1846,2024-02-05 07:49:00,Smells Like Teen Spirit,Nirvana,6728,3.25
1859,2024-05-07 01:14:00,Bohemian Rhapsody,Queen,8016,8.19
1785,2024-06-27 07:44:00,Back in Black,AC/DC,7781,8.03
1712,2024-08-05 19:00:00,Comfortably Numb,Pink Floyd,8844,2.83
1718,2024-05-30 12:21:00,Hey Jude,The Beatles,8031,4.44
1367,2024-06-12 05:52:00,Back in Black,AC/DC,9829,4.22
1536,2024-07-23 09:58:00,With or Without You,U2,8225,2.58
1743,2024-03-04 13:45:00,With or Without You,U2,8616,2.79
1177,2024-01-21 01:29:00,Back in Black,AC/DC,6222,4.1
1543,2024-06-30 16:22:00,Hey Jude,The Beatles,6825,2.83
1282,2024-03-22 21:21:00,Stairway to Heaven,Led Zeppelin,5783,7.17
1264,2024-11-21 16:06:00,Hey Jude,The Beatles,8563,5.94
1332,2024-07-04 03:47:00,Stairway to Heaven,Led Zeppelin,7573,6.72
1910,2024-08-28 11:18:00,Billie Jean,Michael Jackson,8334,6.81
1776,2024-12-17 00:57:00,Hotel California,Eagles,7254,3.01
1201,2024-02-23 01:20:00,Smells Like Teen Spirit,Nirvana,9341,7.23
1828,2024-04-14 08:20:00,Comfortably Numb,Pink Floyd,9276,5.49
1770,2024-11-19 18:44:00,Smells Like Teen Spirit,Nirvana,6897,4.8
1060,2024-06-27 02:42:00,Comfortably Numb,Pink Floyd,5474,6.93
1029,2024-05-10 14:22:00,Bohemian Rhapsody,Queen,9407,3.66
1689,2024-01-14 03:21:00,Bohemian Rhapsody,Queen,8667,2.98
1686,2024-03-12 21:41:00,Hotel California,Eagles,5316,5.96
1040,2024-06-26 02:58:00,Hey Jude,The Beatles,7304,5.64
1333,2024-08-31 09:44:00,Comfortably Numb,Pink Floyd,8881,4.38
1092,2024-01-08 19:21:00,Billie Jean,Michael Jackson,6052,8.29
1903,2024-11-20 22:04:00,Hey Jude,The Beatles,7643,6.86
1673,2024-05-22 16:25:00,Hotel California,Eagles,8304,5.89
1387,2024-12-25 05:26:00,Stairway to Heaven,Led Zeppelin,6091,6.26
1878,2024-09-11 13:28:00,Bohemian Rhapsody,Queen,9385,6.01
1942,2024-04-01 17:20:00,Hotel California,Eagles,6492,4.87
1664,2024-03-30 20:03:00,Like a Prayer,Madonna,5345,5.32
1615,2024-08-13 19:40:00,Hey Jude,The Beatles,9284,6.23
1732,2024-01-17 23:45:00,Like a Prayer,Madonna,8595,4.97
1630,2024-05-21 13:32:00,With or Without You,U2,5967,5.26
1764,2024-01-27 02:38:00,With or Without You,U2,6908,2.81
1990,2024-04-26 13:47:00,Back in Black,AC/DC,9600,7.45
1240,2024-08-12 06:53:00,Stairway to Heaven,Led Zeppelin,7262,8.4
1175,2024-09-09 16:24:00,Billie Jean,Michael Jackson,9377,3.05
1081,2024-11-23 22:45:00,Billie Jean,Michael Jackson,5317,7.53
1921,2024-10-22 12:08:00,Stairway to Heaven,Led Zeppelin,8914,5.07
1936,2024-03-24 10:03:00,Billie Jean,Michael Jackson,5063,6.88
1380,2024-04-01 16:59:00,Hotel California,Eagles,7745,6.36
1221,2024-03-16 13:02:00,Stairway to Heaven,Led Zeppelin,9983,4.26
1433,2024-08-26 00:30:00,Like a Prayer,Madonna,6915,6.96
1226,2024-08-10 02:56:00,Hotel California,Eagles,8675,3.23
1075,2024-11-15 06:04:00,Like a Prayer,Madonna,6554,4.72
1309,2024-08-23 02:07:00,Back in Black,AC/DC,9789,8.36
1980,2024-03-29 20:32:00,Bohemian Rhapsody,Queen,7881,4.89
1024,2024-03-14 23:42:00,Bohemian Rhapsody,Queen,6865,4.16
1851,2024-02-08 19:20:00,Bohemian Rhapsody,Queen,5195,3.04
1128,2024-12-05 16:48:00,Back in Black,AC/DC,9102,3.87
1800,2024-06-24 06:01:00,Billie Jean,Michael Jackson,5569,5.59
1511,2024-03-24 16:26:00,Smells Like Teen Spirit,Nirvana,9594,7.72
1927,2024-03-15 22:20:00,Back in Black,AC/DC,6702,5.65
1676,2024-01-25 18:38:00,Like a Prayer,Madonna,8184,3.17
1284,2024-10-26 02:40:00,With or Without You,U2,5400,7.58
1229,2024-12-11 18:42:00,With or Without You,U2,7020,4.63
1980,2024-09-25 16:25:00,Back in Black,AC/DC,7523,8.25
1512,2024-06-17 23:30:00,Back in Black,AC/DC,7409,4.18
1743,2024-10-22 18:02:00,Bohemian Rhapsody,Queen,7390,3.86
1915,2024-06-01 22:59:00,Stairway to Heaven,Led Zeppelin,5190,7.75
1665,2024-12-25 22:22:00,Comfortably Numb,Pink Floyd,6294,3.94
1339,2024-08-17 21:54:00,Billie Jean,Michael Jackson,8032,4.54
1641,2024-06-21 21:00:00,Comfortably Numb,Pink Floyd,8899,7.43
1944,2024-09-03 17:01:00,Back in Black,AC/DC,9186,4.24
1043,2024-12-11 06:23:00,Stairway to Heaven,Led Zeppelin,7633,4.46
1180,2024-07-12 13:13:00,Back in Black,AC/DC,7453,4.1
1308,2024-11-19 14:49:00,Billie Jean,Michael Jackson,7755,7.23
1696,2024-06-29 15:58:00,Back in Black,AC/DC,7647,6.16
1713,2024-11-09 20:46:00,Bohemian Rhapsody,Queen,7749,8.22
1662,2024-03-11 00:31:00,Back in Black,AC/DC,7465,5.67
1064,2024-04-14 00:55:00,Comfortably Numb,Pink Floyd,9285,4.99
1305,2024-08-13 09:55:00,Comfortably Numb,Pink Floyd,8409,6.56
1824,2024-07-27 05:42:00,Comfortably Numb,Pink Floyd,5691,6.25
1755,2024-06-27 15:54:00,Like a Prayer,Madonna,7857,3.41
1187,2024-07-05 12:27:00,Stairway to Heaven,Led Zeppelin,6905,6.8
1105,2024-03-04 20:10:00,Hotel California,Eagles,7771,4.54
1187,2024-06-24 22:57:00,Hey Jude,The Beatles,7046,2.95
1418,2024-01-14 05:01:00,Like a Prayer,Madonna,9793,7.07
1734,2024-11-30 05:48:00,Hey Jude,The Beatles,5624,4.96
1119,2024-02-10 12:52:00,Like a Prayer,Madonna,5883,5.6
1412,2024-02-26 22:38:00,Back in Black,AC/DC,9769,6.47
1220,2024-10-05 02:16:00,Smells Like Teen Spirit,Nirvana,8526,6.58
1999,2024-10-21 16:29:00,Smells Like Teen Spirit,Nirvana,6321,4.0
1177,2024-10-02 01:46:00,Like a Prayer,Madonna,7063,2.77
1698,2024-12-13 22:51:00,Billie Jean,Michael Jackson,5221,8.12
1321,2024-08-05 22:54:00,Bohemian Rhapsody,Queen,5840,3.89
1752,2024-04-11 03:30:00,Back in Black,AC/DC,7059,6.62
1849,2024-12-21 06:01:00,Like a Prayer,Madonna,9566,6.03
1120,2024-07-20 05:26:00,Hey Jude,The Beatles,6441,6.75
1042,2024-12-08 20:27:00,Like a Prayer,Madonna,9846,6.73
1112,2024-01-17 10:21:00,Hotel California,Eagles,6963,5.24
1426,2024-08-01 14:32:00,Comfortably Numb,Pink Floyd,8352,5.55
1507,2024-12-15 06:02:00,Smells Like Teen Spirit,Nirvana,8963,7.83
1898,2024-03-26 17:20:00,Comfortably Numb,Pink Floyd,5218,4.56
1610,2024-01-27 22:08:00,Back in Black,AC/DC,7626,2.65
1054,2024-06-03 09:57:00,Stairway to Heaven,Led Zeppelin,8048,4.42
1991,2024-03-01 01:23:00,Bohemian Rhapsody,Queen,6837,5.93
1704,2024-06-01 04:04:00,Smells Like Teen Spirit,Nirvana,8654,8.27
1340,2024-01-02 08:20:00,Back in Black,AC/DC,9750,8.17
1323,2024-10-25 06:19:00,Smells Like Teen Spirit,Nirvana,7227,7.32
1128,2024-10-24 23:27:00,Billie Jean,Michael Jackson,9855,4.11
1271,2024-02-04 14:57:00,Billie Jean,Michael Jackson,9473,7.38
1668,2024-03-26 16:15:00,Back in Black,AC/DC,9987,3.8
1606,2024-06-25 11:04:00,Back in Black,AC/DC,8789,8.37
1340,2024-10-01 18:38:00,Bohemian Rhapsody,Queen,8455,4.71
1199,2024-04-20 04:10:00,Hotel California,Eagles,9613,2.85
1434,2024-07-21 03:40:00,Billie Jean,Michael Jackson,7048,7.32
1652,2024-10-20 01:40:00,Bohemian Rhapsody,Queen,5917,5.98
1609,2024-10-10 21:31:00,Smells Like Teen Spirit,Nirvana,8767,7.26
1015,2024-04-01 18:04:00,Like a Prayer,Madonna,6542,5.38
1645,2024-10-08 07:37:00,Billie Jean,Michael Jackson,8628,2.91
1644,2024-08-13 02:12:00,With or Without You,U2,9904,4.17
1113,2024-03-29 20:23:00,Hotel California,Eagles,8608,7.96
1011,2024-06-23 19:53:00,Back in Black,AC/DC,9785,2.95
1032,2024-10-14 20:13:00,Stairway to Heaven,Led Zeppelin,5889,7.95
1199,2024-07-20 21:37:00,Stairway to Heaven,Led Zeppelin,6880,7.15
1759,2024-11-24 21:45:00,Smells Like Teen Spirit,Nirvana,5968,8.14
1473,2024-09-18 19:43:00,Bohemian Rhapsody,Queen,9813,7.51
1491,2024-12-05 08:08:00,Hotel California,Eagles,6416,4.98
1636,2024-03-11 22:55:00,With or Without You,U2,5554,3.8
1599,2024-07-27 06:03:00,Hotel California,Eagles,6863,6.68
1393,2024-07-08 15:14:00,Stairway to Heaven,Led Zeppelin,8088,5.39
1145,2024-04-27 01:43:00,Like a Prayer,Madonna,6542,7.49
1500,2024-12-19 17:12:00,Smells Like Teen Spirit,Nirvana,8720,6.63
1837,2024-11-13 01:27:00,Billie Jean,Michael Jackson,6777,4.24
1166,2024-09-17 02:49:00,Smells Like Teen Spirit,Nirvana,6076,4.53
1769,2024-10-31 07:13:00,Hotel California,Eagles,5782,4.95
1908,2024-03-18 09:09:00,Bohemian Rhapsody,Queen,8130,7.56
1364,2024-02-13 07:54:00,Like a Prayer,Madonna,5355,7.06
1494,2024-12-03 05:40:00,Stairway to Heaven,Led Zeppelin,5704,3.33
1368,2024-07-18 14:05:00,Like a Prayer,Madonna,5179,4.69
1623,2024-04-09 20:18:00,With or Without You,U2,6491,3.29
1941,2024-11-04 02:05:00,Hotel California,Eagles,6136,2.96
1737,2024-02-18 01:32:00,Like a Prayer,Madonna,9233,7.46
1755,2024-03-25 23:20:00,Hey Jude,The Beatles,8169,2.83
1150,2024-10-31 12:37:00,Hey Jude,The Beatles,7559,7.28
1821,2024-06-17 15:01:00,Hey Jude,The Beatles,9779,4.56
1922,2024-05-08 23:47:00,Like a Prayer,Madonna,9403,5.79
1954,2024-06-22 01:52:00,Smells Like Teen Spirit,Nirvana,6853,6.82
1348,2024-09-24 04:47:00,Bohemian Rhapsody,Queen,9546,5.71
1480,2024-12-24 23:34:00,Billie Jean,Michael Jackson,9659,7.34
1429,2024-12-05 07:34:00,Smells Like Teen Spirit,Nirvana,5053,7.48
1762,2024-12-06 21:12:00,Hotel California,Eagles,8535,3.32
1677,2024-06-16 13:21:00,Comfortably Numb,Pink Floyd,5426,4.59
1410,2024-09-06 08:33:00,Stairway to Heaven,Led Zeppelin,6102,5.55
1457,2024-09-08 14:48:00,Like a Prayer,Madonna,9641,2.9
1009,2024-04-28 00:00:00,Bohemian Rhapsody,Queen,5875,3.28
1047,2024-10-04 07:45:00,Billie Jean,Michael Jackson,6990,8.5
1748,2024-02-27 22:38:00,Hotel California,Eagles,8200,3.55
1532,2024-11-18 11:08:00,Comfortably Numb,Pink Floyd,8015,5.97
1033,2024-03-04 12:55:00,Smells Like Teen Spirit,Nirvana,9981,7.31
1426,2024-06-19 09:14:00,Stairway to Heaven,Led Zeppelin,9781,4.13
1003,2024-10-29 05:08:00,Hey Jude,The Beatles,8750,3.61
1506,2024-04-07 23:08:00,Hotel California,Eagles,5857,6.37
1662,2024-12-01 15:26:00,Back in Black,AC/DC,8832,6.4
1716,2024-04-18 16:57:00,Comfortably Numb,Pink Floyd,8959,5.88
1588,2024-02-08 16:16:00,Smells Like Teen Spirit,Nirvana,8055,7.92
1800,2024-09-24 16:11:00,Bohemian Rhapsody,Queen,5472,6.09
1145,2024-03-15 13:23:00,Comfortably Numb,Pink Floyd,7852,5.87
1666,2024-04-11 11:20:00,Hotel California,Eagles,7630,4.06
1873,2024-07-01 15:24:00,Comfortably Numb,Pink Floyd,9013,6.49
1493,2024-09-21 01:09:00,With or Without You,U2,8616,4.52
1829,2024-01-16 03:33:00,Bohemian Rhapsody,Queen,5784,5.29
1299,2024-08-31 16:38:00,Hotel California,Eagles,8242,7.41
1373,2024-05-02 15:30:00,Billie Jean,Michael Jackson,7934,5.85
1242,2024-12-07 20:05:00,With or Without You,U2,7223,3.78
1198,2024-07-15 02:42:00,Comfortably Numb,Pink Floyd,7886,2.9
1565,2024-07-17 22:54:00,Billie Jean,Michael Jackson,9284,4.88
1113,2024-03-31 02:27:00,Stairway to Heaven,Led Zeppelin,6759,3.52
